id,price,neighbourhood,accommodates,bathrooms,bedrooms,beds,review_scores_rating,number_of_reviews,listing_url
34646910,1000,Arganzuela,2,1.5,0,1,,0,https://www.airbnb.com/rooms/34646910
34664988,1000,Arganzuela,4,1.5,1,1,,0,https://www.airbnb.com/rooms/34664988
34730250,1000,Arganzuela,4,1,0,1,,0,https://www.airbnb.com/rooms/34730250
34824697,980,Arganzuela,5,1,1,1,100,1,https://www.airbnb.com/rooms/34824697
34619471,975,Arganzuela,4,1,2,2,,0,https://www.airbnb.com/rooms/34619471
34562554,900,Arganzuela,3,1,1,1,,0,https://www.airbnb.com/rooms/34562554
35074075,900,Arganzuela,2,1.5,1,2,,0,https://www.airbnb.com/rooms/35074075
34782856,800,Arganzuela,3,1,1,2,100,1,https://www.airbnb.com/rooms/34782856
34964578,800,Arganzuela,4,1,2,2,,0,https://www.airbnb.com/rooms/34964578
34582998,650,Arganzuela,5,1,3,3,,0,https://www.airbnb.com/rooms/34582998
34823578,650,Arganzuela,4,1,2,3,,0,https://www.airbnb.com/rooms/34823578
32182804,600,Arganzuela,6,1,2,3,100,2,https://www.airbnb.com/rooms/32182804
35699065,600,Arganzuela,6,1,2,3,73,3,https://www.airbnb.com/rooms/35699065
35780164,600,Arganzuela,6,1,3,3,80,1,https://www.airbnb.com/rooms/35780164
35027849,550,Arganzuela,7,2,3,6,,0,https://www.airbnb.com/rooms/35027849
29644467,500,Arganzuela,4,1,2,2,,0,https://www.airbnb.com/rooms/29644467
34812275,500,Arganzuela,4,1,1,5,,0,https://www.airbnb.com/rooms/34812275
35104800,500,Arganzuela,5,2,3,4,,0,https://www.airbnb.com/rooms/35104800
31666012,490,Arganzuela,6,1.5,2,4,100,1,https://www.airbnb.com/rooms/31666012
34885835,490,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/34885835
20223709,480,Arganzuela,7,2,3,6,100,54,https://www.airbnb.com/rooms/20223709
34710705,450,Arganzuela,4,1,2,4,100,1,https://www.airbnb.com/rooms/34710705
34863296,450,Arganzuela,2,1,2,1,,0,https://www.airbnb.com/rooms/34863296
34701803,414,Arganzuela,2,1,2,1,,1,https://www.airbnb.com/rooms/34701803
17989229,400,Arganzuela,4,1,1,1,100,3,https://www.airbnb.com/rooms/17989229
34865525,400,Arganzuela,1,1.5,1,1,,0,https://www.airbnb.com/rooms/34865525
36160163,400,Arganzuela,4,1,1,1,100,1,https://www.airbnb.com/rooms/36160163
37515017,400,Arganzuela,4,1,1,1,,0,https://www.airbnb.com/rooms/37515017
35004073,397,Arganzuela,2,1,1,2,,0,https://www.airbnb.com/rooms/35004073
25207237,390,Arganzuela,4,2,2,2,,0,https://www.airbnb.com/rooms/25207237
36206710,370,Arganzuela,1,1,1,1,,0,https://www.airbnb.com/rooms/36206710
34681185,350,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/34681185
34749051,350,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/34749051
35125203,350,Arganzuela,2,2,1,1,,0,https://www.airbnb.com/rooms/35125203
34888058,340,Arganzuela,2,1,1,2,,0,https://www.airbnb.com/rooms/34888058
34888354,340,Arganzuela,2,1,1,2,,0,https://www.airbnb.com/rooms/34888354
35003038,299,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/35003038
33682757,290,Arganzuela,2,1,1,2,100,1,https://www.airbnb.com/rooms/33682757
34732248,290,Arganzuela,7,3,3,1,,0,https://www.airbnb.com/rooms/34732248
31665979,285,Arganzuela,8,2.5,3,6,91,7,https://www.airbnb.com/rooms/31665979
34853494,280,Arganzuela,4,1,2,2,,0,https://www.airbnb.com/rooms/34853494
34613361,265,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/34613361
19456480,250,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/19456480
38595008,250,Arganzuela,6,1,2,3,,0,https://www.airbnb.com/rooms/38595008
31666033,248,Arganzuela,6,1.5,2,4,,0,https://www.airbnb.com/rooms/31666033
33057630,244,Arganzuela,10,2,4,8,80,2,https://www.airbnb.com/rooms/33057630
7445971,240,Arganzuela,8,2,2,4,98,21,https://www.airbnb.com/rooms/7445971
24629554,226,Arganzuela,6,1,2,4,92,5,https://www.airbnb.com/rooms/24629554
17469547,220,Arganzuela,4,1,1,1,88,8,https://www.airbnb.com/rooms/17469547
9142639,200,Arganzuela,6,2,3,6,100,1,https://www.airbnb.com/rooms/9142639
18644774,200,Arganzuela,4,1,2,2,,0,https://www.airbnb.com/rooms/18644774
18873577,200,Arganzuela,8,2.5,3,4,,0,https://www.airbnb.com/rooms/18873577
19344018,200,Arganzuela,2,1,1,2,,0,https://www.airbnb.com/rooms/19344018
32803663,200,Arganzuela,9,2,4,5,96,28,https://www.airbnb.com/rooms/32803663
34334502,200,Arganzuela,4,1,2,2,,0,https://www.airbnb.com/rooms/34334502
34802541,200,Arganzuela,4,1.5,2,3,100,1,https://www.airbnb.com/rooms/34802541
34817797,200,Arganzuela,2,1,1,1,40,1,https://www.airbnb.com/rooms/34817797
38594753,200,Arganzuela,4,1,1,2,,0,https://www.airbnb.com/rooms/38594753
31922148,199,Arganzuela,10,2,4,4,96,54,https://www.airbnb.com/rooms/31922148
13429275,180,Arganzuela,8,2,4,4,,0,https://www.airbnb.com/rooms/13429275
38409484,180,Arganzuela,6,2,3,5,,0,https://www.airbnb.com/rooms/38409484
35125225,179,Arganzuela,6,1,2,3,,0,https://www.airbnb.com/rooms/35125225
19502683,175,Arganzuela,4,1,2,2,,0,https://www.airbnb.com/rooms/19502683
34850645,170,Arganzuela,6,2,3,4,90,2,https://www.airbnb.com/rooms/34850645
22991001,169,Arganzuela,8,2,3,6,100,59,https://www.airbnb.com/rooms/22991001
19344383,160,Arganzuela,2,1,1,1,95,8,https://www.airbnb.com/rooms/19344383
34815181,160,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/34815181
16446376,159,Arganzuela,7,2,3,5,98,144,https://www.airbnb.com/rooms/16446376
23803881,155,Arganzuela,6,1,2,3,,0,https://www.airbnb.com/rooms/23803881
15343140,150,Arganzuela,10,2,4,8,86,17,https://www.airbnb.com/rooms/15343140
25478699,150,Arganzuela,6,2,2,3,96,10,https://www.airbnb.com/rooms/25478699
30432412,150,Arganzuela,7,2,4,4,94,36,https://www.airbnb.com/rooms/30432412
32652945,150,Arganzuela,6,2,2,2,,0,https://www.airbnb.com/rooms/32652945
32688140,150,Arganzuela,6,2,2,2,98,8,https://www.airbnb.com/rooms/32688140
34650504,150,Arganzuela,2,1,1,1,100,2,https://www.airbnb.com/rooms/34650504
34800354,150,Arganzuela,2,1,1,2,,0,https://www.airbnb.com/rooms/34800354
35084841,150,Arganzuela,3,1,2,3,80,1,https://www.airbnb.com/rooms/35084841
35179676,150,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/35179676
36303689,150,Arganzuela,3,1,1,2,100,1,https://www.airbnb.com/rooms/36303689
37028021,150,Arganzuela,6,1,3,3,20,2,https://www.airbnb.com/rooms/37028021
26303062,149,Arganzuela,6,1.5,3,4,60,4,https://www.airbnb.com/rooms/26303062
20352055,148,Arganzuela,8,2,3,4,88,33,https://www.airbnb.com/rooms/20352055
20946014,148,Arganzuela,6,2,3,4,100,91,https://www.airbnb.com/rooms/20946014
21212218,148,Arganzuela,6,2,2,4,99,103,https://www.airbnb.com/rooms/21212218
780397,145,Arganzuela,8,2,3,6,84,22,https://www.airbnb.com/rooms/780397
24427784,145,Arganzuela,3,1,1,4,100,2,https://www.airbnb.com/rooms/24427784
32031513,145,Arganzuela,7,3,3,4,98,35,https://www.airbnb.com/rooms/32031513
31157282,144,Arganzuela,10,2,4,6,,0,https://www.airbnb.com/rooms/31157282
6969504,140,Arganzuela,4,2,2,3,99,16,https://www.airbnb.com/rooms/6969504
21710425,140,Arganzuela,8,2,4,4,88,20,https://www.airbnb.com/rooms/21710425
22022746,140,Arganzuela,6,2,3,4,98,28,https://www.airbnb.com/rooms/22022746
22933935,140,Arganzuela,8,2,3,6,94,43,https://www.airbnb.com/rooms/22933935
30762228,140,Arganzuela,6,2,2,3,96,9,https://www.airbnb.com/rooms/30762228
34997154,140,Arganzuela,6,2,3,4,90,30,https://www.airbnb.com/rooms/34997154
35153771,140,Arganzuela,2,1.5,1,1,,0,https://www.airbnb.com/rooms/35153771
35231529,140,Arganzuela,6,2,3,3,88,23,https://www.airbnb.com/rooms/35231529
35233251,140,Arganzuela,6,1,3,4,85,32,https://www.airbnb.com/rooms/35233251
13414026,139,Arganzuela,4,2,1,3,100,4,https://www.airbnb.com/rooms/13414026
31595678,133,Arganzuela,4,2,2,3,,0,https://www.airbnb.com/rooms/31595678
29893748,130,Arganzuela,8,2,3,4,90,37,https://www.airbnb.com/rooms/29893748
30761923,130,Arganzuela,6,1,2,3,98,8,https://www.airbnb.com/rooms/30761923
33031207,129,Arganzuela,6,1,2,3,100,2,https://www.airbnb.com/rooms/33031207
21304838,128,Arganzuela,8,2,3,4,76,11,https://www.airbnb.com/rooms/21304838
19472600,125,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/19472600
21137977,125,Arganzuela,3,1.5,2,1,98,20,https://www.airbnb.com/rooms/21137977
7432987,122,Arganzuela,5,2,2,2,95,199,https://www.airbnb.com/rooms/7432987
933326,120,Arganzuela,5,1,2,3,95,82,https://www.airbnb.com/rooms/933326
8509408,120,Arganzuela,4,1,2,3,90,4,https://www.airbnb.com/rooms/8509408
18871568,120,Arganzuela,2,1,1,1,95,4,https://www.airbnb.com/rooms/18871568
19546509,120,Arganzuela,2,1,1,1,99,14,https://www.airbnb.com/rooms/19546509
26844795,120,Arganzuela,6,2,2,3,94,17,https://www.airbnb.com/rooms/26844795
28436653,120,Arganzuela,8,2,3,4,90,40,https://www.airbnb.com/rooms/28436653
28810699,120,Arganzuela,5,1,3,5,98,38,https://www.airbnb.com/rooms/28810699
29658336,120,Arganzuela,4,1,1,2,100,2,https://www.airbnb.com/rooms/29658336
30713796,120,Arganzuela,6,2,2,2,99,26,https://www.airbnb.com/rooms/30713796
31056305,120,Arganzuela,4,1,2,2,100,1,https://www.airbnb.com/rooms/31056305
34676480,120,Arganzuela,10,3,3,6,100,1,https://www.airbnb.com/rooms/34676480
34711962,120,Arganzuela,6,2,3,4,100,1,https://www.airbnb.com/rooms/34711962
35193153,120,Arganzuela,3,1,2,2,100,8,https://www.airbnb.com/rooms/35193153
36255061,120,Arganzuela,8,2,3,5,100,7,https://www.airbnb.com/rooms/36255061
36268289,120,Arganzuela,7,2,3,0,,0,https://www.airbnb.com/rooms/36268289
11815109,118,Arganzuela,3,1,1,1,,0,https://www.airbnb.com/rooms/11815109
29052418,118,Arganzuela,5,2,3,3,96,46,https://www.airbnb.com/rooms/29052418
34810132,118,Arganzuela,4,1,2,2,,0,https://www.airbnb.com/rooms/34810132
17003123,116,Arganzuela,7,2,3,4,93,142,https://www.airbnb.com/rooms/17003123
336672,115,Arganzuela,6,2,4,4,96,42,https://www.airbnb.com/rooms/336672
17198066,115,Arganzuela,9,2,5,11,97,83,https://www.airbnb.com/rooms/17198066
35190236,115,Arganzuela,5,1,0,2,,0,https://www.airbnb.com/rooms/35190236
21902913,114,Arganzuela,6,2,3,5,96,19,https://www.airbnb.com/rooms/21902913
12560698,111,Arganzuela,4,2,3,3,99,184,https://www.airbnb.com/rooms/12560698
24663838,111,Arganzuela,6,2,2,3,81,21,https://www.airbnb.com/rooms/24663838
12867848,110,Arganzuela,7,2,4,6,97,78,https://www.airbnb.com/rooms/12867848
22172491,110,Arganzuela,6,1,2,4,92,42,https://www.airbnb.com/rooms/22172491
23385643,110,Arganzuela,6,1,2,3,74,10,https://www.airbnb.com/rooms/23385643
30762108,110,Arganzuela,4,1,1,1,100,1,https://www.airbnb.com/rooms/30762108
34731786,110,Arganzuela,6,2,3,4,100,1,https://www.airbnb.com/rooms/34731786
35214081,110,Arganzuela,2,1,1,1,100,2,https://www.airbnb.com/rooms/35214081
36692395,110,Arganzuela,2,1,1,1,100,1,https://www.airbnb.com/rooms/36692395
37355226,110,Arganzuela,5,1,3,3,83,12,https://www.airbnb.com/rooms/37355226
38091112,110,Arganzuela,5,1.5,2,2,100,2,https://www.airbnb.com/rooms/38091112
31615577,108,Arganzuela,3,1,1,2,85,8,https://www.airbnb.com/rooms/31615577
34938995,107,Arganzuela,4,1.5,1,1,,0,https://www.airbnb.com/rooms/34938995
6023704,105,Arganzuela,4,2,2,4,94,20,https://www.airbnb.com/rooms/6023704
22788102,105,Arganzuela,7,1,3,4,87,54,https://www.airbnb.com/rooms/22788102
34811354,105,Arganzuela,2,2,1,1,100,1,https://www.airbnb.com/rooms/34811354
31730866,102,Arganzuela,4,1,1,3,,0,https://www.airbnb.com/rooms/31730866
1623202,100,Arganzuela,6,2,2,3,94,33,https://www.airbnb.com/rooms/1623202
5072820,100,Arganzuela,6,2,2,3,96,187,https://www.airbnb.com/rooms/5072820
8482861,100,Arganzuela,2,1,1,1,81,16,https://www.airbnb.com/rooms/8482861
9474852,100,Arganzuela,4,1,2,3,98,10,https://www.airbnb.com/rooms/9474852
16342266,100,Arganzuela,6,1,2,4,96,132,https://www.airbnb.com/rooms/16342266
16449303,100,Arganzuela,6,2,2,3,98,12,https://www.airbnb.com/rooms/16449303
16552300,100,Arganzuela,3,1,1,1,91,69,https://www.airbnb.com/rooms/16552300
18950813,100,Arganzuela,5,1,2,3,85,12,https://www.airbnb.com/rooms/18950813
19191124,100,Arganzuela,5,1,2,3,96,126,https://www.airbnb.com/rooms/19191124
19367226,100,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/19367226
19396120,100,Arganzuela,4,1,2,3,84,87,https://www.airbnb.com/rooms/19396120
19497053,100,Arganzuela,2,2,1,1,100,1,https://www.airbnb.com/rooms/19497053
19549604,100,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/19549604
22393180,100,Arganzuela,2,1,1,1,100,3,https://www.airbnb.com/rooms/22393180
22918821,100,Arganzuela,6,2,2,4,95,30,https://www.airbnb.com/rooms/22918821
24640533,100,Arganzuela,6,2,2,3,97,40,https://www.airbnb.com/rooms/24640533
25531394,100,Arganzuela,8,2,2,5,92,6,https://www.airbnb.com/rooms/25531394
27196183,100,Arganzuela,3,1,2,2,80,1,https://www.airbnb.com/rooms/27196183
28362234,100,Arganzuela,5,1,3,3,93,36,https://www.airbnb.com/rooms/28362234
29148666,100,Arganzuela,8,1.5,2,5,94,67,https://www.airbnb.com/rooms/29148666
31010888,100,Arganzuela,6,2,2,4,95,9,https://www.airbnb.com/rooms/31010888
31235417,100,Arganzuela,7,1,3,5,92,26,https://www.airbnb.com/rooms/31235417
32157686,100,Arganzuela,4,1,2,2,99,24,https://www.airbnb.com/rooms/32157686
32784610,100,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/32784610
33486396,100,Arganzuela,2,2.5,1,2,100,1,https://www.airbnb.com/rooms/33486396
33834925,100,Arganzuela,5,1,2,2,100,6,https://www.airbnb.com/rooms/33834925
34337451,100,Arganzuela,6,2,3,3,96,5,https://www.airbnb.com/rooms/34337451
34596436,100,Arganzuela,4,1,2,3,,1,https://www.airbnb.com/rooms/34596436
35053212,100,Arganzuela,3,1,1,1,100,1,https://www.airbnb.com/rooms/35053212
35153408,100,Arganzuela,3,1,1,1,100,1,https://www.airbnb.com/rooms/35153408
36379004,100,Arganzuela,2,1.5,1,1,,0,https://www.airbnb.com/rooms/36379004
38397367,100,Arganzuela,4,1,2,3,100,1,https://www.airbnb.com/rooms/38397367
11183222,99,Arganzuela,5,1,3,4,93,44,https://www.airbnb.com/rooms/11183222
13537022,99,Arganzuela,6,1,2,3,96,51,https://www.airbnb.com/rooms/13537022
17567800,99,Arganzuela,6,2,3,4,98,89,https://www.airbnb.com/rooms/17567800
24176147,99,Arganzuela,4,1,2,2,98,27,https://www.airbnb.com/rooms/24176147
24320628,99,Arganzuela,4,1,2,2,97,37,https://www.airbnb.com/rooms/24320628
28937417,99,Arganzuela,5,1,3,4,92,5,https://www.airbnb.com/rooms/28937417
33861940,99,Arganzuela,6,2,2,4,100,2,https://www.airbnb.com/rooms/33861940
34780775,99,Arganzuela,2,1,1,1,100,3,https://www.airbnb.com/rooms/34780775
37125416,99,Arganzuela,8,1,3,4,95,4,https://www.airbnb.com/rooms/37125416
35696289,97,Arganzuela,4,1,2,3,94,14,https://www.airbnb.com/rooms/35696289
37268517,96,Arganzuela,5,1,2,3,,0,https://www.airbnb.com/rooms/37268517
8250589,95,Arganzuela,6,1.5,2,3,92,89,https://www.airbnb.com/rooms/8250589
18993060,95,Arganzuela,5,2,2,4,99,18,https://www.airbnb.com/rooms/18993060
19308918,95,Arganzuela,6,2,3,3,96,75,https://www.airbnb.com/rooms/19308918
24741049,95,Arganzuela,5,1.5,2,3,100,117,https://www.airbnb.com/rooms/24741049
27571562,95,Arganzuela,2,1,1,2,90,2,https://www.airbnb.com/rooms/27571562
30653051,95,Arganzuela,3,2,1,3,100,1,https://www.airbnb.com/rooms/30653051
32164610,95,Arganzuela,4,1,2,2,100,19,https://www.airbnb.com/rooms/32164610
33437368,95,Arganzuela,4,1,2,2,96,10,https://www.airbnb.com/rooms/33437368
37447379,95,Arganzuela,6,2,2,2,,0,https://www.airbnb.com/rooms/37447379
31914547,93,Arganzuela,4,2,2,3,87,23,https://www.airbnb.com/rooms/31914547
18326493,92,Arganzuela,8,2,3,4,94,98,https://www.airbnb.com/rooms/18326493
12779596,91,Arganzuela,4,1.5,2,3,97,171,https://www.airbnb.com/rooms/12779596
14855313,91,Arganzuela,6,1,2,2,100,5,https://www.airbnb.com/rooms/14855313
6322057,90,Arganzuela,4,1,2,3,89,14,https://www.airbnb.com/rooms/6322057
6440948,90,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/6440948
10403923,90,Arganzuela,12,2,4,4,96,143,https://www.airbnb.com/rooms/10403923
11708452,90,Arganzuela,2,1.5,1,1,100,5,https://www.airbnb.com/rooms/11708452
14008135,90,Arganzuela,2,1,1,2,99,42,https://www.airbnb.com/rooms/14008135
14837481,90,Arganzuela,4,1.5,2,4,97,83,https://www.airbnb.com/rooms/14837481
19319064,90,Arganzuela,6,1,2,2,87,32,https://www.airbnb.com/rooms/19319064
20355451,90,Arganzuela,8,2,4,4,82,77,https://www.airbnb.com/rooms/20355451
22688293,90,Arganzuela,2,1,1,1,100,1,https://www.airbnb.com/rooms/22688293
24125532,90,Arganzuela,6,2,3,4,90,43,https://www.airbnb.com/rooms/24125532
25059592,90,Arganzuela,6,1,2,4,93,37,https://www.airbnb.com/rooms/25059592
25437138,90,Arganzuela,15,2,2,7,96,98,https://www.airbnb.com/rooms/25437138
26228884,90,Arganzuela,4,1,2,2,98,8,https://www.airbnb.com/rooms/26228884
28455629,90,Arganzuela,4,1,2,3,96,9,https://www.airbnb.com/rooms/28455629
29348826,90,Arganzuela,6,1,3,6,96,31,https://www.airbnb.com/rooms/29348826
30386741,90,Arganzuela,5,1,2,3,84,27,https://www.airbnb.com/rooms/30386741
30761960,90,Arganzuela,4,1,1,1,100,1,https://www.airbnb.com/rooms/30761960
30952048,90,Arganzuela,6,1,2,3,100,2,https://www.airbnb.com/rooms/30952048
31979547,90,Arganzuela,2,1,1,2,70,2,https://www.airbnb.com/rooms/31979547
32498455,90,Arganzuela,3,1,1,2,,0,https://www.airbnb.com/rooms/32498455
34877853,90,Arganzuela,4,1,2,3,100,2,https://www.airbnb.com/rooms/34877853
1757983,89,Arganzuela,6,2,2,4,99,57,https://www.airbnb.com/rooms/1757983
2917257,89,Arganzuela,6,1,2,4,94,299,https://www.airbnb.com/rooms/2917257
16810981,89,Arganzuela,6,1,2,3,94,44,https://www.airbnb.com/rooms/16810981
4473361,88,Arganzuela,4,2,2,4,98,33,https://www.airbnb.com/rooms/4473361
22004350,88,Arganzuela,8,2,3,4,90,3,https://www.airbnb.com/rooms/22004350
598771,85,Arganzuela,3,1,1,1,97,69,https://www.airbnb.com/rooms/598771
13161745,85,Arganzuela,3,1,2,3,100,1,https://www.airbnb.com/rooms/13161745
15510494,85,Arganzuela,4,1,2,2,97,13,https://www.airbnb.com/rooms/15510494
17019106,85,Arganzuela,3,1.5,1,2,100,17,https://www.airbnb.com/rooms/17019106
18663087,85,Arganzuela,4,1,1,1,99,154,https://www.airbnb.com/rooms/18663087
28651645,85,Arganzuela,7,2,4,4,87,26,https://www.airbnb.com/rooms/28651645
34974664,85,Arganzuela,4,1,1,2,99,23,https://www.airbnb.com/rooms/34974664
36659682,85,Arganzuela,4,1,1,1,,0,https://www.airbnb.com/rooms/36659682
1209661,84,Arganzuela,4,2,2,3,94,321,https://www.airbnb.com/rooms/1209661
15459026,84,Arganzuela,5,1,3,4,92,52,https://www.airbnb.com/rooms/15459026
3251874,83,Arganzuela,4,2.5,2,3,97,318,https://www.airbnb.com/rooms/3251874
20598165,83,Arganzuela,4,1,1,2,89,36,https://www.airbnb.com/rooms/20598165
8455978,81,Arganzuela,3,1,1,2,96,35,https://www.airbnb.com/rooms/8455978
22066174,81,Arganzuela,13,2,5,9,79,57,https://www.airbnb.com/rooms/22066174
32518920,81,Arganzuela,6,2,2,4,80,4,https://www.airbnb.com/rooms/32518920
924771,80,Arganzuela,4,2,2,2,98,58,https://www.airbnb.com/rooms/924771
1254418,80,Arganzuela,2,,1,1,,0,https://www.airbnb.com/rooms/1254418
1643673,80,Arganzuela,3,1,2,3,97,94,https://www.airbnb.com/rooms/1643673
2090059,80,Arganzuela,4,1,2,2,,0,https://www.airbnb.com/rooms/2090059
7073991,80,Arganzuela,3,1,2,2,,0,https://www.airbnb.com/rooms/7073991
7648651,80,Arganzuela,1,1,1,1,83,31,https://www.airbnb.com/rooms/7648651
13346219,80,Arganzuela,4,1,2,2,95,24,https://www.airbnb.com/rooms/13346219
13730515,80,Arganzuela,3,1,2,3,98,8,https://www.airbnb.com/rooms/13730515
14569093,80,Arganzuela,4,1,2,2,90,2,https://www.airbnb.com/rooms/14569093
15292998,80,Arganzuela,4,1,1,2,96,105,https://www.airbnb.com/rooms/15292998
15369047,80,Arganzuela,4,1,1,2,96,101,https://www.airbnb.com/rooms/15369047
15823039,80,Arganzuela,2,1,1,1,97,37,https://www.airbnb.com/rooms/15823039
16926933,80,Arganzuela,4,1,2,2,97,85,https://www.airbnb.com/rooms/16926933
19563432,80,Arganzuela,6,1,2,4,89,170,https://www.airbnb.com/rooms/19563432
19580114,80,Arganzuela,6,1.5,3,5,88,157,https://www.airbnb.com/rooms/19580114
20853920,80,Arganzuela,4,1,1,1,100,14,https://www.airbnb.com/rooms/20853920
20857155,80,Arganzuela,2,1,1,1,97,50,https://www.airbnb.com/rooms/20857155
21075773,80,Arganzuela,6,1,0,1,99,64,https://www.airbnb.com/rooms/21075773
23343072,80,Arganzuela,4,1,2,3,93,28,https://www.airbnb.com/rooms/23343072
26127509,80,Arganzuela,4,1,2,2,85,30,https://www.airbnb.com/rooms/26127509
26612609,80,Arganzuela,2,2,1,2,80,1,https://www.airbnb.com/rooms/26612609
30143422,80,Arganzuela,4,2,2,3,96,28,https://www.airbnb.com/rooms/30143422
31283933,80,Arganzuela,2,2,1,2,,0,https://www.airbnb.com/rooms/31283933
31826544,80,Arganzuela,4,1,0,2,,0,https://www.airbnb.com/rooms/31826544
32322073,80,Arganzuela,6,2,2,4,99,15,https://www.airbnb.com/rooms/32322073
32433396,80,Arganzuela,4,1.5,1,2,79,29,https://www.airbnb.com/rooms/32433396
32454033,80,Arganzuela,6,1,2,4,91,16,https://www.airbnb.com/rooms/32454033
33526920,80,Arganzuela,2,1,1,1,87,4,https://www.airbnb.com/rooms/33526920
34041074,80,Arganzuela,6,2,2,3,89,13,https://www.airbnb.com/rooms/34041074
34285781,80,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/34285781
34771831,80,Arganzuela,5,1,2,2,89,13,https://www.airbnb.com/rooms/34771831
35175776,80,Arganzuela,2,1,1,1,93,6,https://www.airbnb.com/rooms/35175776
35675152,80,Arganzuela,2,1,1,1,,0,https://www.airbnb.com/rooms/35675152
36275765,80,Arganzuela,4,1,2,2,,0,https://www.airbnb.com/rooms/36275765
36307693,80,Arganzuela,4,1,2,3,100,2,https://www.airbnb.com/rooms/36307693
36371284,80,Arganzuela,4,1,2,3,80,6,https://www.airbnb.com/rooms/36371284
36753203,80,Arganzuela,4,1,2,2,91,9,https://www.airbnb.com/rooms/36753203
20068181,79,Arganzuela,4,1.5,1,2,97,67,https://www.airbnb.com/rooms/20068181
27547622,79,Arganzuela,6,2,2,4,100,58,https://www.airbnb.com/rooms/27547622
30140116,79,Arganzuela,4,1,1,2,98,49,https://www.airbnb.com/rooms/30140116
33037219,79,Arganzuela,4,1,0,2,90,8,https://www.airbnb.com/rooms/33037219
37003907,79,Arganzuela,3,1,1,1,97,7,https://www.airbnb.com/rooms/37003907
13143126,78,Arganzuela,7,2,3,4,94,7,https://www.airbnb.com/rooms/13143126
23785508,78,Arganzuela,4,1,0,3,94,67,https://www.airbnb.com/rooms/23785508
27194034,78,Arganzuela,4,1,0,3,93,9,https://www.airbnb.com/rooms/27194034
34300102,78,Arganzuela,5,1,2,3,100,1,https://www.airbnb.com/rooms/34300102
23602701,77,Arganzuela,3,1,1,2,98,47,https://www.airbnb.com/rooms/23602701
24300626,76,Arganzuela,6,1.5,2,5,93,62,https://www.airbnb.com/rooms/24300626
24944149,76,Arganzuela,6,1,3,3,96,55,https://www.airbnb.com/rooms/24944149
881466,75,Arganzuela,4,1,2,4,93,123,https://www.airbnb.com/rooms/881466
1255811,75,Arganzuela,8,2,4,9,96,100,https://www.airbnb.com/rooms/1255811
4368745,75,Arganzuela,3,0.5,1,3,100,1,https://www.airbnb.com/rooms/4368745
4819958,75,Arganzuela,5,1,3,3,93,105,https://www.airbnb.com/rooms/4819958
7179473,75,Arganzuela,4,1,1,2,94,177,https://www.airbnb.com/rooms/7179473
9445945,75,Arganzuela,4,1,1,2,99,18,https://www.airbnb.com/rooms/9445945
10992119,75,Arganzuela,1,1,1,1,,0,https://www.airbnb.com/rooms/10992119
11648345,75,Arganzuela,4,1,2,2,99,70,https://www.airbnb.com/rooms/11648345
12962005,75,Arganzuela,5,1,1,2,83,25,https://www.airbnb.com/rooms/12962005
13823481,75,Arganzuela,4,1,2,2,99,57,https://www.airbnb.com/rooms/13823481
16025206,75,Arganzuela,5,1,1,2,83,20,https://www.airbnb.com/rooms/16025206
16092627,75,Arganzuela,5,2,3,3,90,55,https://www.airbnb.com/rooms/16092627
18628006,75,Arganzuela,2,2,1,1,100,3,https://www.airbnb.com/rooms/18628006
18987550,75,Arganzuela,3,1,2,2,90,44,https://www.airbnb.com/rooms/18987550
19321205,75,Arganzuela,5,2,0,4,70,4,https://www.airbnb.com/rooms/19321205
19448593,75,Arganzuela,2,1,1,2,100,3,https://www.airbnb.com/rooms/19448593
19473123,75,Arganzuela,3,1,1,1,97,38,https://www.airbnb.com/rooms/19473123
19916941,75,Arganzuela,2,1,1,1,100,5,https://www.airbnb.com/rooms/19916941
20811381,75,Arganzuela,4,1,1,2,88,53,https://www.airbnb.com/rooms/20811381
20881586,75,Arganzuela,6,1,2,3,96,97,https://www.airbnb.com/rooms/20881586
23851411,75,Arganzuela,4,1,2,2,95,4,https://www.airbnb.com/rooms/23851411
24603530,75,Arganzuela,4,1,1,2,100,6,https://www.airbnb.com/rooms/24603530
27420708,75,Arganzuela,4,1,2,3,95,39,https://www.airbnb.com/rooms/27420708
28947319,75,Arganzuela,4,1,2,4,97,46,https://www.airbnb.com/rooms/28947319
29113749,75,Arganzuela,5,1,2,3,91,37,https://www.airbnb.com/rooms/29113749
