id,price,neighbourhood,accommodates,bathrooms,bedrooms,beds,review_scores_rating,number_of_reviews,listing_url
33085416,70,Carabanchel,6,1,2,4,87,3,https://www.airbnb.com/rooms/33085416
34810205,70,Carabanchel,2,1.5,1,2,60,1,https://www.airbnb.com/rooms/34810205
35075955,70,Carabanchel,5,2,2,4,94,23,https://www.airbnb.com/rooms/35075955
35271191,70,Carabanchel,5,2,2,4,,0,https://www.airbnb.com/rooms/35271191
37348408,70,Carabanchel,4,1,1,2,,0,https://www.airbnb.com/rooms/37348408
37830708,70,Carabanchel,5,1,4,4,100,1,https://www.airbnb.com/rooms/37830708
37955302,70,Carabanchel,3,1,3,3,80,1,https://www.airbnb.com/rooms/37955302
38675539,70,Carabanchel,4,1,1,2,,0,https://www.airbnb.com/rooms/38675539
13384187,69,Carabanchel,4,1,2,3,95,54,https://www.airbnb.com/rooms/13384187
30934910,69,Carabanchel,2,1,1,1,100,2,https://www.airbnb.com/rooms/30934910
37126947,69,Carabanchel,6,1,1,1,,0,https://www.airbnb.com/rooms/37126947
38672852,69,Carabanchel,5,1,1,3,,0,https://www.airbnb.com/rooms/38672852
29030365,68,Carabanchel,5,1,2,3,98,79,https://www.airbnb.com/rooms/29030365
38500592,68,Carabanchel,5,1,1,4,,0,https://www.airbnb.com/rooms/38500592
38603941,68,Carabanchel,6,1,1,1,,0,https://www.airbnb.com/rooms/38603941
38669214,68,Carabanchel,6,1,0,3,,0,https://www.airbnb.com/rooms/38669214
38683946,68,Carabanchel,4,1,1,1,,0,https://www.airbnb.com/rooms/38683946
38723975,68,Carabanchel,6,1,1,4,,0,https://www.airbnb.com/rooms/38723975
25788507,67,Carabanchel,5,1,2,2,89,14,https://www.airbnb.com/rooms/25788507
26831697,66,Carabanchel,4,1,1,2,98,35,https://www.airbnb.com/rooms/26831697
6572976,65,Carabanchel,4,1,2,3,92,51,https://www.airbnb.com/rooms/6572976
12355134,65,Carabanchel,5,1,3,4,97,61,https://www.airbnb.com/rooms/12355134
16721134,65,Carabanchel,6,1,2,4,89,12,https://www.airbnb.com/rooms/16721134
23918862,65,Carabanchel,3,1,2,3,98,37,https://www.airbnb.com/rooms/23918862
30906714,65,Carabanchel,6,1,2,3,91,25,https://www.airbnb.com/rooms/30906714
30907256,65,Carabanchel,6,1,2,4,95,24,https://www.airbnb.com/rooms/30907256
30907405,65,Carabanchel,6,1,2,2,89,20,https://www.airbnb.com/rooms/30907405
33262284,65,Carabanchel,6,1,2,3,83,20,https://www.airbnb.com/rooms/33262284
37923584,65,Carabanchel,6,1,1,4,,0,https://www.airbnb.com/rooms/37923584
37957019,65,Carabanchel,5,1,2,2,100,1,https://www.airbnb.com/rooms/37957019
13367445,64,Carabanchel,3,1,1,1,80,1,https://www.airbnb.com/rooms/13367445
38720165,62,Carabanchel,5,1,1,3,,0,https://www.airbnb.com/rooms/38720165
892100,60,Carabanchel,2,1,1,1,95,137,https://www.airbnb.com/rooms/892100
1617709,60,Carabanchel,3,2.5,2,5,96,27,https://www.airbnb.com/rooms/1617709
11002482,60,Carabanchel,3,1,3,2,,0,https://www.airbnb.com/rooms/11002482
13389130,60,Carabanchel,2,1.5,2,1,94,10,https://www.airbnb.com/rooms/13389130
16313004,60,Carabanchel,4,1,1,2,77,24,https://www.airbnb.com/rooms/16313004
16515995,60,Carabanchel,4,1,2,3,93,126,https://www.airbnb.com/rooms/16515995
17469259,60,Carabanchel,4,1,2,2,92,76,https://www.airbnb.com/rooms/17469259
17863122,60,Carabanchel,2,1,1,1,100,8,https://www.airbnb.com/rooms/17863122
18644138,60,Carabanchel,3,1,1,2,78,11,https://www.airbnb.com/rooms/18644138
20739951,60,Carabanchel,6,1,2,3,87,11,https://www.airbnb.com/rooms/20739951
21139972,60,Carabanchel,4,1,2,3,93,92,https://www.airbnb.com/rooms/21139972
23674753,60,Carabanchel,5,1.5,2,3,100,5,https://www.airbnb.com/rooms/23674753
24355249,60,Carabanchel,5,2,2,4,96,95,https://www.airbnb.com/rooms/24355249
26026864,60,Carabanchel,5,1.5,2,3,77,7,https://www.airbnb.com/rooms/26026864
27321952,60,Carabanchel,4,2,2,3,,0,https://www.airbnb.com/rooms/27321952
33239332,60,Carabanchel,2,1,1,1,,1,https://www.airbnb.com/rooms/33239332
34924837,60,Carabanchel,4,1,2,3,100,4,https://www.airbnb.com/rooms/34924837
36380288,60,Carabanchel,4,1,1,2,76,11,https://www.airbnb.com/rooms/36380288
37115604,60,Carabanchel,2,1,1,1,80,1,https://www.airbnb.com/rooms/37115604
37765748,60,Carabanchel,4,1,3,3,80,1,https://www.airbnb.com/rooms/37765748
37801626,60,Carabanchel,2,1.5,0,0,,0,https://www.airbnb.com/rooms/37801626
38153443,60,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/38153443
38471356,60,Carabanchel,3,1,0,1,,0,https://www.airbnb.com/rooms/38471356
38684090,60,Carabanchel,4,1,0,1,,0,https://www.airbnb.com/rooms/38684090
1757563,59,Carabanchel,2,1,1,1,90,93,https://www.airbnb.com/rooms/1757563
18245255,59,Carabanchel,4,1,2,3,98,145,https://www.airbnb.com/rooms/18245255
28209067,59,Carabanchel,3,1,2,2,91,25,https://www.airbnb.com/rooms/28209067
32623714,59,Carabanchel,5,1,3,4,92,32,https://www.airbnb.com/rooms/32623714
11790020,58,Carabanchel,4,1,1,2,92,59,https://www.airbnb.com/rooms/11790020
36218147,58,Carabanchel,5,1,1,3,,0,https://www.airbnb.com/rooms/36218147
38692054,58,Carabanchel,5,1,0,1,,0,https://www.airbnb.com/rooms/38692054
17619510,55,Carabanchel,4,1,2,3,96,88,https://www.airbnb.com/rooms/17619510
21120714,55,Carabanchel,4,1,1,2,97,52,https://www.airbnb.com/rooms/21120714
21745263,55,Carabanchel,2,1,1,2,95,6,https://www.airbnb.com/rooms/21745263
23702222,55,Carabanchel,4,1,2,4,95,4,https://www.airbnb.com/rooms/23702222
24309006,55,Carabanchel,3,1,0,2,100,4,https://www.airbnb.com/rooms/24309006
28073366,55,Carabanchel,3,1,1,3,92,42,https://www.airbnb.com/rooms/28073366
34888075,55,Carabanchel,1,1,1,1,,0,https://www.airbnb.com/rooms/34888075
35118746,55,Carabanchel,5,1,1,3,100,11,https://www.airbnb.com/rooms/35118746
35819633,55,Carabanchel,4,1,1,4,100,1,https://www.airbnb.com/rooms/35819633
35907235,55,Carabanchel,4,1,1,2,100,3,https://www.airbnb.com/rooms/35907235
36310748,55,Carabanchel,6,1,1,3,60,1,https://www.airbnb.com/rooms/36310748
37987128,55,Carabanchel,4,1.5,2,3,,0,https://www.airbnb.com/rooms/37987128
38469501,55,Carabanchel,6,1,0,4,,0,https://www.airbnb.com/rooms/38469501
18810745,54,Carabanchel,4,1,1,1,,0,https://www.airbnb.com/rooms/18810745
34285874,54,Carabanchel,6,2,2,5,93,12,https://www.airbnb.com/rooms/34285874
20566021,52,Carabanchel,4,1,1,3,96,42,https://www.airbnb.com/rooms/20566021
33127730,52,Carabanchel,2,1,1,1,100,1,https://www.airbnb.com/rooms/33127730
34905647,52,Carabanchel,4,1,3,3,83,6,https://www.airbnb.com/rooms/34905647
1308138,51,Carabanchel,5,1,1,3,86,73,https://www.airbnb.com/rooms/1308138
34334961,51,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/34334961
5625651,50,Carabanchel,5,1,1,3,85,22,https://www.airbnb.com/rooms/5625651
6397577,50,Carabanchel,4,1,1,2,93,12,https://www.airbnb.com/rooms/6397577
13074349,50,Carabanchel,5,1,3,3,93,93,https://www.airbnb.com/rooms/13074349
13857625,50,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/13857625
14142056,50,Carabanchel,1,1.5,1,1,91,35,https://www.airbnb.com/rooms/14142056
16695733,50,Carabanchel,2,2,4,1,,0,https://www.airbnb.com/rooms/16695733
17683041,50,Carabanchel,5,1,1,3,93,6,https://www.airbnb.com/rooms/17683041
18667510,50,Carabanchel,2,1.5,1,1,92,81,https://www.airbnb.com/rooms/18667510
19381649,50,Carabanchel,4,1,1,2,100,4,https://www.airbnb.com/rooms/19381649
19467729,50,Carabanchel,1,1,2,2,,0,https://www.airbnb.com/rooms/19467729
20329855,50,Carabanchel,4,1,3,3,97,27,https://www.airbnb.com/rooms/20329855
21061194,50,Carabanchel,2,1.5,1,1,100,1,https://www.airbnb.com/rooms/21061194
21128984,50,Carabanchel,4,1.5,2,3,81,20,https://www.airbnb.com/rooms/21128984
28687414,50,Carabanchel,5,1,2,2,78,22,https://www.airbnb.com/rooms/28687414
29958413,50,Carabanchel,2,1,1,1,100,1,https://www.airbnb.com/rooms/29958413
30734150,50,Carabanchel,6,1,2,2,95,19,https://www.airbnb.com/rooms/30734150
30950139,50,Carabanchel,5,1,3,3,93,12,https://www.airbnb.com/rooms/30950139
32355747,50,Carabanchel,5,1,3,3,82,13,https://www.airbnb.com/rooms/32355747
35127471,50,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/35127471
35636298,50,Carabanchel,2,1,1,2,97,19,https://www.airbnb.com/rooms/35636298
35837862,50,Carabanchel,3,1,1,1,,0,https://www.airbnb.com/rooms/35837862
32176448,49,Carabanchel,4,1,1,2,94,30,https://www.airbnb.com/rooms/32176448
34339600,49,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/34339600
34432672,49,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/34432672
34434441,49,Carabanchel,2,1,1,1,20,1,https://www.airbnb.com/rooms/34434441
35036559,49,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/35036559
35059130,49,Carabanchel,2,1,1,1,80,1,https://www.airbnb.com/rooms/35059130
37380313,49,Carabanchel,6,1,1,3,,0,https://www.airbnb.com/rooms/37380313
12004814,48,Carabanchel,4,1,1,2,94,33,https://www.airbnb.com/rooms/12004814
18093642,48,Carabanchel,2,1,0,1,92,119,https://www.airbnb.com/rooms/18093642
31434060,48,Carabanchel,6,1,2,3,98,12,https://www.airbnb.com/rooms/31434060
33683495,48,Carabanchel,2,1,1,1,,1,https://www.airbnb.com/rooms/33683495
36862279,48,Carabanchel,4,1.5,2,2,91,9,https://www.airbnb.com/rooms/36862279
5600423,47,Carabanchel,4,1,1,3,80,4,https://www.airbnb.com/rooms/5600423
5625793,47,Carabanchel,4,1,1,1,78,9,https://www.airbnb.com/rooms/5625793
5625900,47,Carabanchel,4,1,1,2,84,22,https://www.airbnb.com/rooms/5625900
10511181,47,Carabanchel,4,1,1,1,90,12,https://www.airbnb.com/rooms/10511181
36302498,47,Carabanchel,6,1,1,3,,0,https://www.airbnb.com/rooms/36302498
7213150,46,Carabanchel,2,1,1,1,99,53,https://www.airbnb.com/rooms/7213150
2788425,45,Carabanchel,2,1,1,1,94,97,https://www.airbnb.com/rooms/2788425
4362572,45,Carabanchel,3,0.5,1,2,,0,https://www.airbnb.com/rooms/4362572
6575326,45,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/6575326
6579059,45,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/6579059
6592291,45,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/6592291
7178565,45,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/7178565
8192177,45,Carabanchel,4,1,3,3,98,39,https://www.airbnb.com/rooms/8192177
11762436,45,Carabanchel,4,1.5,1,2,95,12,https://www.airbnb.com/rooms/11762436
21304193,45,Carabanchel,2,1,1,1,90,63,https://www.airbnb.com/rooms/21304193
21362899,45,Carabanchel,2,1,2,2,96,34,https://www.airbnb.com/rooms/21362899
22359078,45,Carabanchel,4,1,1,2,95,67,https://www.airbnb.com/rooms/22359078
22511436,45,Carabanchel,2,1,1,1,98,71,https://www.airbnb.com/rooms/22511436
24704773,45,Carabanchel,3,1,2,3,,0,https://www.airbnb.com/rooms/24704773
26031654,45,Carabanchel,3,1,1,2,67,3,https://www.airbnb.com/rooms/26031654
27075184,45,Carabanchel,1,1,1,1,100,1,https://www.airbnb.com/rooms/27075184
33174238,45,Carabanchel,1,1,2,2,,0,https://www.airbnb.com/rooms/33174238
34285838,45,Carabanchel,2,1,1,1,,1,https://www.airbnb.com/rooms/34285838
36020061,45,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/36020061
36372499,45,Carabanchel,3,1,1,1,,0,https://www.airbnb.com/rooms/36372499
37441794,45,Carabanchel,4,1,1,3,,0,https://www.airbnb.com/rooms/37441794
37558426,45,Carabanchel,4,1,2,3,100,2,https://www.airbnb.com/rooms/37558426
26147046,42,Carabanchel,3,1,1,1,98,10,https://www.airbnb.com/rooms/26147046
26196895,42,Carabanchel,2,1,1,2,93,21,https://www.airbnb.com/rooms/26196895
26470580,42,Carabanchel,3,1,1,1,91,9,https://www.airbnb.com/rooms/26470580
34991186,42,Carabanchel,2,1,1,1,85,4,https://www.airbnb.com/rooms/34991186
37510161,42,Carabanchel,3,1,1,2,,0,https://www.airbnb.com/rooms/37510161
37579202,42,Carabanchel,3,1,1,1,,0,https://www.airbnb.com/rooms/37579202
38594370,42,Carabanchel,3,1,1,1,,0,https://www.airbnb.com/rooms/38594370
9274383,40,Carabanchel,4,1,2,2,76,25,https://www.airbnb.com/rooms/9274383
11946639,40,Carabanchel,2,1,1,1,99,14,https://www.airbnb.com/rooms/11946639
15495427,40,Carabanchel,2,1,1,1,80,1,https://www.airbnb.com/rooms/15495427
18863402,40,Carabanchel,4,1,3,3,93,6,https://www.airbnb.com/rooms/18863402
19359353,40,Carabanchel,1,1,1,1,96,22,https://www.airbnb.com/rooms/19359353
30585916,40,Carabanchel,4,1,3,4,,0,https://www.airbnb.com/rooms/30585916
31292221,40,Carabanchel,3,1,2,3,100,3,https://www.airbnb.com/rooms/31292221
34358622,40,Carabanchel,2,1,1,1,100,4,https://www.airbnb.com/rooms/34358622
34508810,40,Carabanchel,1,1,1,1,,1,https://www.airbnb.com/rooms/34508810
35033639,40,Carabanchel,1,1,0,1,73,3,https://www.airbnb.com/rooms/35033639
35105599,40,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/35105599
35212983,40,Carabanchel,1,1.5,1,1,,0,https://www.airbnb.com/rooms/35212983
35247094,40,Carabanchel,2,1.5,1,2,,0,https://www.airbnb.com/rooms/35247094
35463604,40,Carabanchel,2,1,1,1,85,4,https://www.airbnb.com/rooms/35463604
35478748,40,Carabanchel,2,1,0,1,,0,https://www.airbnb.com/rooms/35478748
35479112,40,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/35479112
36469110,40,Carabanchel,3,1,1,1,100,2,https://www.airbnb.com/rooms/36469110
36900450,40,Carabanchel,3,1.5,2,2,87,6,https://www.airbnb.com/rooms/36900450
38413138,40,Carabanchel,4,1,1,3,,0,https://www.airbnb.com/rooms/38413138
14862474,39,Carabanchel,5,1,2,3,95,122,https://www.airbnb.com/rooms/14862474
15021813,39,Carabanchel,2,1,0,1,84,137,https://www.airbnb.com/rooms/15021813
18399333,39,Carabanchel,6,1,2,5,93,45,https://www.airbnb.com/rooms/18399333
20689816,39,Carabanchel,2,1,1,1,84,9,https://www.airbnb.com/rooms/20689816
28980713,39,Carabanchel,2,1,1,1,96,15,https://www.airbnb.com/rooms/28980713
32921177,39,Carabanchel,2,1.5,1,3,100,23,https://www.airbnb.com/rooms/32921177
32936813,39,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/32936813
24411451,38,Carabanchel,4,1,2,2,89,20,https://www.airbnb.com/rooms/24411451
29175671,38,Carabanchel,4,1,2,2,89,32,https://www.airbnb.com/rooms/29175671
34198216,38,Carabanchel,2,1,1,1,,1,https://www.airbnb.com/rooms/34198216
35329628,38,Carabanchel,2,1,1,1,100,7,https://www.airbnb.com/rooms/35329628
29612969,37,Carabanchel,2,2,1,2,100,3,https://www.airbnb.com/rooms/29612969
29613319,37,Carabanchel,2,2,1,2,83,13,https://www.airbnb.com/rooms/29613319
30084415,37,Carabanchel,2,2,1,2,80,3,https://www.airbnb.com/rooms/30084415
30154214,37,Carabanchel,2,2,1,2,20,1,https://www.airbnb.com/rooms/30154214
30673870,37,Carabanchel,2,2,1,2,,0,https://www.airbnb.com/rooms/30673870
32907741,37,Carabanchel,2,2,1,2,80,2,https://www.airbnb.com/rooms/32907741
30394827,36,Carabanchel,4,1,2,2,95,4,https://www.airbnb.com/rooms/30394827
33512958,36,Carabanchel,2,1,1,1,100,13,https://www.airbnb.com/rooms/33512958
34930020,36,Carabanchel,1,1.5,1,1,97,7,https://www.airbnb.com/rooms/34930020
35033678,36,Carabanchel,1,1,1,1,80,1,https://www.airbnb.com/rooms/35033678
36944555,36,Carabanchel,4,1,2,3,100,5,https://www.airbnb.com/rooms/36944555
38643461,36,Carabanchel,2,2,1,0,,0,https://www.airbnb.com/rooms/38643461
3680191,35,Carabanchel,2,1.5,1,1,99,219,https://www.airbnb.com/rooms/3680191
12776265,35,Carabanchel,2,1.5,1,1,100,6,https://www.airbnb.com/rooms/12776265
13910164,35,Carabanchel,2,1,0,1,78,163,https://www.airbnb.com/rooms/13910164
17701134,35,Carabanchel,3,2,2,2,96,28,https://www.airbnb.com/rooms/17701134
19255205,35,Carabanchel,1,1.5,2,1,92,21,https://www.airbnb.com/rooms/19255205
21543191,35,Carabanchel,2,1,1,1,100,9,https://www.airbnb.com/rooms/21543191
24054186,35,Carabanchel,1,1,1,1,,0,https://www.airbnb.com/rooms/24054186
24196072,35,Carabanchel,2,1,1,1,100,4,https://www.airbnb.com/rooms/24196072
25437885,35,Carabanchel,4,1,2,3,87,30,https://www.airbnb.com/rooms/25437885
26603326,35,Carabanchel,2,1.5,1,1,96,15,https://www.airbnb.com/rooms/26603326
27920553,35,Carabanchel,1,1.5,1,1,,0,https://www.airbnb.com/rooms/27920553
28190985,35,Carabanchel,1,1,1,1,100,8,https://www.airbnb.com/rooms/28190985
28405513,35,Carabanchel,2,1.5,1,1,92,25,https://www.airbnb.com/rooms/28405513
29620670,35,Carabanchel,2,1,1,1,100,20,https://www.airbnb.com/rooms/29620670
29956608,35,Carabanchel,2,1,1,1,95,11,https://www.airbnb.com/rooms/29956608
30531299,35,Carabanchel,1,1,2,3,,0,https://www.airbnb.com/rooms/30531299
31817789,35,Carabanchel,2,1,1,1,100,3,https://www.airbnb.com/rooms/31817789
33413022,35,Carabanchel,2,1,1,2,97,6,https://www.airbnb.com/rooms/33413022
34551526,35,Carabanchel,2,1.5,1,1,100,1,https://www.airbnb.com/rooms/34551526
34554879,35,Carabanchel,2,1,1,1,87,3,https://www.airbnb.com/rooms/34554879
35003879,35,Carabanchel,2,1.5,1,1,,0,https://www.airbnb.com/rooms/35003879
35153718,35,Carabanchel,1,1,1,1,100,1,https://www.airbnb.com/rooms/35153718
37126773,35,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/37126773
37128550,35,Carabanchel,1,1.5,1,2,,0,https://www.airbnb.com/rooms/37128550
37287602,35,Carabanchel,1,1,1,1,,0,https://www.airbnb.com/rooms/37287602
37340150,35,Carabanchel,4,1,1,4,,0,https://www.airbnb.com/rooms/37340150
38487906,35,Carabanchel,1,1,0,1,,0,https://www.airbnb.com/rooms/38487906
16380523,34,Carabanchel,5,1,2,3,97,45,https://www.airbnb.com/rooms/16380523
19267721,34,Carabanchel,3,1,1,3,99,93,https://www.airbnb.com/rooms/19267721
24076387,34,Carabanchel,2,1,1,1,85,10,https://www.airbnb.com/rooms/24076387
34110809,34,Carabanchel,2,1,1,1,100,6,https://www.airbnb.com/rooms/34110809
37319736,34,Carabanchel,6,1,1,4,,0,https://www.airbnb.com/rooms/37319736
37321561,34,Carabanchel,6,1,0,1,,0,https://www.airbnb.com/rooms/37321561
23777789,33,Carabanchel,2,1,1,1,96,28,https://www.airbnb.com/rooms/23777789
23377040,32,Carabanchel,1,1,0,1,,0,https://www.airbnb.com/rooms/23377040
29506330,32,Carabanchel,1,1,1,1,,1,https://www.airbnb.com/rooms/29506330
2192321,31,Carabanchel,6,1,2,3,95,40,https://www.airbnb.com/rooms/2192321
30808704,31,Carabanchel,2,1,1,1,93,23,https://www.airbnb.com/rooms/30808704
34706751,31,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/34706751
36874756,31,Carabanchel,2,1.5,1,1,100,1,https://www.airbnb.com/rooms/36874756
456165,30,Carabanchel,1,1,1,1,100,4,https://www.airbnb.com/rooms/456165
3651327,30,Carabanchel,2,1,1,1,94,25,https://www.airbnb.com/rooms/3651327
4398316,30,Carabanchel,2,1,1,2,83,74,https://www.airbnb.com/rooms/4398316
6827442,30,Carabanchel,2,1,1,1,99,258,https://www.airbnb.com/rooms/6827442
18185961,30,Carabanchel,1,1,1,1,,0,https://www.airbnb.com/rooms/18185961
18793976,30,Carabanchel,2,1,1,2,100,1,https://www.airbnb.com/rooms/18793976
21757571,30,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/21757571
22183315,30,Carabanchel,2,1,1,1,100,2,https://www.airbnb.com/rooms/22183315
23483587,30,Carabanchel,1,2.5,1,2,,0,https://www.airbnb.com/rooms/23483587
23750842,30,Carabanchel,2,1.5,1,1,,0,https://www.airbnb.com/rooms/23750842
24703589,30,Carabanchel,2,1,1,1,98,10,https://www.airbnb.com/rooms/24703589
24772086,30,Carabanchel,2,1,1,2,100,3,https://www.airbnb.com/rooms/24772086
26408261,30,Carabanchel,1,1,1,1,,0,https://www.airbnb.com/rooms/26408261
27592490,30,Carabanchel,2,1.5,1,2,98,48,https://www.airbnb.com/rooms/27592490
30923759,30,Carabanchel,2,1.5,1,1,89,11,https://www.airbnb.com/rooms/30923759
31640826,30,Carabanchel,2,1,1,1,100,14,https://www.airbnb.com/rooms/31640826
32589761,30,Carabanchel,4,1,2,2,99,28,https://www.airbnb.com/rooms/32589761
32606898,30,Carabanchel,2,1,1,1,87,15,https://www.airbnb.com/rooms/32606898
33307949,30,Carabanchel,1,1,1,1,,0,https://www.airbnb.com/rooms/33307949
34838238,30,Carabanchel,2,1,1,1,100,3,https://www.airbnb.com/rooms/34838238
35383676,30,Carabanchel,1,1,0,1,80,1,https://www.airbnb.com/rooms/35383676
35567655,30,Carabanchel,4,1.5,1,1,,0,https://www.airbnb.com/rooms/35567655
36071622,30,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/36071622
36330516,30,Carabanchel,1,1,1,1,,0,https://www.airbnb.com/rooms/36330516
36909108,30,Carabanchel,1,1,1,1,,0,https://www.airbnb.com/rooms/36909108
37126514,30,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/37126514
37911580,30,Carabanchel,2,1.5,1,0,,0,https://www.airbnb.com/rooms/37911580
38536306,30,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/38536306
16804907,29,Carabanchel,3,0,1,2,94,21,https://www.airbnb.com/rooms/16804907
18668620,29,Carabanchel,2,1.5,1,1,91,91,https://www.airbnb.com/rooms/18668620
22766899,29,Carabanchel,2,1,1,1,97,7,https://www.airbnb.com/rooms/22766899
34797095,29,Carabanchel,3,0.5,1,1,,0,https://www.airbnb.com/rooms/34797095
34804127,29,Carabanchel,2,1.5,1,1,100,2,https://www.airbnb.com/rooms/34804127
36123144,29,Carabanchel,4,1,1,1,,0,https://www.airbnb.com/rooms/36123144
37711717,29,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/37711717
4604854,28,Carabanchel,2,1,1,1,95,59,https://www.airbnb.com/rooms/4604854
18138583,28,Carabanchel,2,1.5,1,2,100,2,https://www.airbnb.com/rooms/18138583
18273105,28,Carabanchel,2,1.5,1,1,89,104,https://www.airbnb.com/rooms/18273105
20702958,28,Carabanchel,1,1,1,1,,0,https://www.airbnb.com/rooms/20702958
21595744,28,Carabanchel,2,1.5,1,1,97,46,https://www.airbnb.com/rooms/21595744
21942332,28,Carabanchel,2,1.5,1,1,95,23,https://www.airbnb.com/rooms/21942332
23923900,28,Carabanchel,2,1,1,1,90,6,https://www.airbnb.com/rooms/23923900
27853368,28,Carabanchel,2,1,1,2,92,36,https://www.airbnb.com/rooms/27853368
28472611,28,Carabanchel,2,1.5,1,1,95,5,https://www.airbnb.com/rooms/28472611
29452960,28,Carabanchel,2,1,1,1,97,13,https://www.airbnb.com/rooms/29452960
33989437,28,Carabanchel,3,1,1,1,,0,https://www.airbnb.com/rooms/33989437
34573131,28,Carabanchel,3,1,1,2,,0,https://www.airbnb.com/rooms/34573131
38272925,28,Carabanchel,1,1,1,1,,0,https://www.airbnb.com/rooms/38272925
5398163,27,Carabanchel,1,1,1,1,93,7,https://www.airbnb.com/rooms/5398163
14356759,27,Carabanchel,4,1,1,1,89,120,https://www.airbnb.com/rooms/14356759
18116356,27,Carabanchel,2,1,1,1,97,6,https://www.airbnb.com/rooms/18116356
38543999,27,Carabanchel,2,1,1,1,100,1,https://www.airbnb.com/rooms/38543999
8231932,26,Carabanchel,2,1.5,1,1,93,11,https://www.airbnb.com/rooms/8231932
19356583,26,Carabanchel,2,1,1,1,99,97,https://www.airbnb.com/rooms/19356583
20587871,26,Carabanchel,2,1,1,1,90,56,https://www.airbnb.com/rooms/20587871
22384390,26,Carabanchel,1,1,1,1,,1,https://www.airbnb.com/rooms/22384390
29793356,26,Carabanchel,2,1,1,1,99,46,https://www.airbnb.com/rooms/29793356
240128,25,Carabanchel,2,0,1,2,88,77,https://www.airbnb.com/rooms/240128
9549784,25,Carabanchel,3,1,1,2,100,255,https://www.airbnb.com/rooms/9549784
11515073,25,Carabanchel,2,1,1,1,95,21,https://www.airbnb.com/rooms/11515073
12245167,25,Carabanchel,2,1,1,2,100,1,https://www.airbnb.com/rooms/12245167
12904164,25,Carabanchel,3,2,3,2,,0,https://www.airbnb.com/rooms/12904164
13841899,25,Carabanchel,2,1,1,1,98,9,https://www.airbnb.com/rooms/13841899
14107971,25,Carabanchel,2,2,1,1,94,32,https://www.airbnb.com/rooms/14107971
14347695,25,Carabanchel,2,1,1,1,90,25,https://www.airbnb.com/rooms/14347695
16204772,25,Carabanchel,2,1.5,1,1,,0,https://www.airbnb.com/rooms/16204772
17459678,25,Carabanchel,2,1.5,1,1,98,89,https://www.airbnb.com/rooms/17459678
19947952,25,Carabanchel,2,1,1,1,84,72,https://www.airbnb.com/rooms/19947952
21318513,25,Carabanchel,1,1,0,1,96,26,https://www.airbnb.com/rooms/21318513
21419399,25,Carabanchel,1,1.5,1,1,91,26,https://www.airbnb.com/rooms/21419399
21847320,25,Carabanchel,2,1,1,1,,0,https://www.airbnb.com/rooms/21847320
22733333,25,Carabanchel,2,1,3,2,100,5,https://www.airbnb.com/rooms/22733333
22883368,25,Carabanchel,1,1,0,1,,0,https://www.airbnb.com/rooms/22883368
23148399,25,Carabanchel,2,1.5,1,1,,0,https://www.airbnb.com/rooms/23148399
24442271,25,Carabanchel,2,1.5,1,1,,0,https://www.airbnb.com/rooms/24442271
28938403,25,Carabanchel,2,1,1,1,100,7,https://www.airbnb.com/rooms/28938403
29438763,25,Carabanchel,4,1,2,3,99,41,https://www.airbnb.com/rooms/29438763
30206506,25,Carabanchel,1,1.5,1,1,80,2,https://www.airbnb.com/rooms/30206506
30518562,25,Carabanchel,1,1.5,1,1,,0,https://www.airbnb.com/rooms/30518562
33173113,25,Carabanchel,1,2,1,0,100,2,https://www.airbnb.com/rooms/33173113
33734252,25,Carabanchel,2,1,1,1,93,6,https://www.airbnb.com/rooms/33734252
34380129,25,Carabanchel,2,1,1,1,80,1,https://www.airbnb.com/rooms/34380129
34501288,25,Carabanchel,2,1,1,1,80,1,https://www.airbnb.com/rooms/34501288
34543154,25,Carabanchel,1,1,1,1,,0,https://www.airbnb.com/rooms/34543154
34974909,25,Carabanchel,1,1,1,1,100,2,https://www.airbnb.com/rooms/34974909
